keggid,name,formula,pubchemID,smile,fp,cid
cpd:C01209,Malonyl-[acyl-carrier protein],C3H3O3SR,4431,,,
cpd:C16219,3-Oxostearoyl-[acp],C18H33O2SR,47205527,,,
cpd:C05761,Tetradecanoyl-[acp],C14H27OSR,8056,,,
cpd:C05223,Dodecanoyl-[acyl-carrier protein],C12H23OSR,7620,,,
cpd:C05755,Decanoyl-[acp],C10H19OSR,8050,,,
cpd:C05752,Octanoyl-[acp],C8H15OSR,8047,,,
cpd:C05749,Hexanoyl-[acp],C6H11OSR,8044,,,
cpd:C05745,Butyryl-[acp],C4H7OSR,8040,,,
cpd:C05763,trans-Hexadec-2-enoyl-[acp],C16H29OSR,8058,,,
cpd:C05762,3-Oxohexadecanoyl-[acp],C16H29O2SR,8057,,,
cpd:C05760,trans-Tetradec-2-enoyl-[acp],C14H25OSR,8055,,,
cpd:C05759,3-Oxotetradecanoyl-[acp],C14H25O2SR,8054,,,
cpd:C05758,trans-Dodec-2-enoyl-[acp],C12H21OSR,8053,,,
cpd:C05756,3-Oxododecanoyl-[acp],C12H21O2SR,8051,,,
cpd:C05754,trans-Dec-2-enoyl-[acp],C10H17OSR,8049,,,
cpd:C05753,3-Oxodecanoyl-[acp],C10H17O2SR,8048,,,
cpd:C05751,trans-Oct-2-enoyl-[acp],C8H13OSR,8046,,,
cpd:C05750,3-Oxooctanoyl-[acp],C8H13O2SR,8045,,,
cpd:C05748,trans-Hex-2-enoyl-[acp],C6H9OSR,8043,,,
cpd:C05746,3-Oxohexanoyl-[acp],C6H9O2SR,8041,,,
cpd:C04246,But-2-enoyl-[acyl-carrier protein],C4H5OSR,6911,,,
cpd:C04618,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein],C4H7O2SR,7208,,,
cpd:C00083,Malonyl-CoA,C24H38N7O19P3S,3383,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011111111111111011111101100111111111111111111110,644066.0
cpd:C00229,Acyl-carrier protein,HSR,3528,,,
cpd:C03939,Acetyl-[acyl-carrier protein],C2H3OSR,6663,,,
cpd:C05747,(R)-3-Hydroxyhexanoyl-[acp],C6H11O2SR,8042,,,
cpd:C04620,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein],C8H15O2SR,7210,,,
cpd:C04619,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein],C10H19O2SR,7209,,,
cpd:C05757,(R)-3-Hydroxydodecanoyl-[acp],C12H23O2SR,8052,,,
cpd:C04688,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein],C14H27O2SR,7269,,,
cpd:C04633,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein],C16H31O2SR,7222,,,
cpd:C00249,Hexadecanoic acid,C16H32O2,3548,CCCCCCCCCCCCCCCC(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000100010000011101000010000110010000001000000010000001101011000100,985.0
cpd:C00173,Acyl-[acyl-carrier protein],C3H4OSR2,3473,,,
cpd:C01271,(3R)-3-Hydroxyacyl-[acyl-carrier protein],C3H4O2SR2,4490,,,
cpd:C00685,3-Oxoacyl-[acyl-carrier protein],C3H2O2SR2,3954,,,
cpd:C00638,Long-chain fatty acid,C3H5O2R,3911,,,
cpd:C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]",C3H2OSR2,3961,,,
cpd:C04088,Octadecanoyl-[acyl-carrier protein],C18H35OSR,6780,,,
cpd:C05744,Acetoacetyl-[acp],C4H5O2SR,8039,,,
cpd:C04180,cis-Dec-3-enoyl-[acp],C10H17OSR,6857,,,
cpd:C00154,Palmitoyl-CoA,C37H66N7O17P3S,3454,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,644109.0
cpd:C02843,Long-chain acyl-CoA,C23H38N7O17P3S(CH2)2n,5783,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011011011101111111111011111111100111111111111111111110,92753.0
cpd:C00136,Butanoyl-CoA,C25H42N7O17P3S,3436,CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111011011011101111111111011111111100111111111111111111110,122283.0
cpd:C01144,(S)-3-Hydroxybutanoyl-CoA,C25H42N7O18P3S,4375,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011101111111111011111111100111111111111111111110,9543037.0
cpd:C05268,(S)-Hydroxyhexanoyl-CoA,C27H46N7O18P3S,7655,CCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011011011101111111111011111111100111111111111111111110,11966160.0
cpd:C05270,Hexanoyl-CoA,C27H46N7O17P3S,7657,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,449118.0
cpd:C05266,(S)-3-Hydroxyoctanoyl-CoA,C29H50N7O18P3S,7653,CCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966216.0
cpd:C01944,Octanoyl-CoA,C29H50N7O17P3S,5048,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,445344.0
cpd:C05264,(S)-Hydroxydecanoyl-CoA,C31H54N7O18P3S,7651,CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966158.0
cpd:C05274,Decanoyl-CoA,C31H54N7O17P3S,7661,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,164800.0
cpd:C05262,(S)-3-Hydroxydodecanoyl-CoA,C33H58N7O18P3S,7649,CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966173.0
cpd:C01832,Lauroyl-CoA,C33H58N7O17P3S,4951,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,165436.0
cpd:C00226,Primary alcohol,CH3OR,3526,,,
cpd:C00527,Glutaryl-CoA,C26H42N7O19P3S,3810,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011111111111111011111101100111111111111111111110,3081383.0
cpd:C05260,(S)-3-Hydroxytetradecanoyl-CoA,C35H62N7O18P3S,7647,CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966177.0
cpd:C02593,Tetradecanoyl-CoA,C35H62N7O17P3S,5585,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966124.0
cpd:C00071,Aldehyde,CHOR,3371,,,
cpd:C05258,(S)-3-Hydroxyhexadecanoyl-CoA,C37H66N7O18P3S,7645,CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966179.0
cpd:C00332,Acetoacetyl-CoA,C25H40N7O18P3S,3626,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011101111111111011111111100111111111111111111110,92153.0
cpd:C00877,Crotonoyl-CoA,C25H40N7O17P3S,4133,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111001111001011011101111111111011111111100111111111111111111110,5497143.0
cpd:C05269,3-Oxohexanoyl-CoA,C27H44N7O18P3S,7656,CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011011011101111111111011111111100111111111111111111110,3082152.0
cpd:C00010,CoA,C21H36N7O16P3S,3312,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101101111001111100111101110111001111001011011101111111111011111101100111111111111111111110,87642.0
cpd:C05271,trans-Hex-2-enoyl-CoA,C27H44N7O17P3S,7658,CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111001111011011011101111111111011111111100111111111111111111110,11966204.0
cpd:C05267,3-Oxooctanoyl-CoA,C29H48N7O18P3S,7654,CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966162.0
cpd:C05276,trans-Oct-2-enoyl-CoA,C29H48N7O17P3S,7663,CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,11966175.0
cpd:C05265,3-Oxodecanoyl-CoA,C31H52N7O18P3S,7652,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966155.0
cpd:C05275,trans-Dec-2-enoyl-CoA,C31H52N7O17P3S,7662,CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,24883423.0
cpd:C05263,3-Oxododecanoyl-CoA,C33H56N7O18P3S,7650,CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966169.0
cpd:C03221,2-trans-Dodecenoyl-CoA,C33H56N7O17P3S,6094,CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,11966110.0
cpd:C05261,3-Oxotetradecanoyl-CoA,C35H60N7O18P3S,7648,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,11966197.0
cpd:C05273,trans-Tetradec-2-enoyl-CoA,C35H60N7O17P3S,7660,CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,11966172.0
cpd:C00162,Fatty acid,CHO2R,3462,,,
cpd:C05259,3-Oxopalmitoyl-CoA,C37H64N7O18P3S,7646,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,169621.0
cpd:C05272,trans-Hexadec-2-enoyl-CoA,C37H64N7O17P3S,7659,CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,25271599.0
cpd:C00356,(S)-3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,3649,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011111111111111011111111100111111111111111111110,445127.0
cpd:C00164,Acetoacetate,C4H6O3,3464,CC(=O)CC(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000001000000010000000010001001000000100000101101011000100,96.0
cpd:C01089,(R)-3-Hydroxybutanoate,C4H8O3,4324,C[C@H](CC(=O)O)O,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000100000000001000000010000000110000001000000100000101101011000100,92135.0
cpd:C00207,Acetone,C3H6O,3507,CC(=O)C,00000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100101000001000100,180.0
cpd:C15547,"1,4-Dihydroxy-2-naphthoyl-CoA",C32H42N7O19P3S,17396539,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=C(C5=CC=CC=C5C(=C4)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111101011011101111111111011111101111111111111111111111110,44140569.0
cpd:C02949,4-Hydroxybenzoyl-CoA,C28H40N7O18P3S,5868,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111101011011101111111111011111101101111111111111111111110,168718.0
cpd:C01179,3-(4-Hydroxyphenyl)pyruvate,C9H8O4,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000100000000010001000110001001100100100000101101010011110,979.0
cpd:C19847,Demethylmenaquinol,C15H16O2(C5H8)n,135626314,CC(=CCC/C(=C/CC1=C(C2=CC=CC=C2C(=C1)O)O)/C)C,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000011000000010100010010000101101000000101110100000001010111010110100101011011110,56928124.0
cpd:C00828,Menaquinone,C16H16O2(C5H8)n,4086,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC=C(C)C,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010100010010000001101000000001110000001000010111010110101100011011110,5280374.0
cpd:C02059,Phylloquinone,C31H46O2,5148,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010100010010000001101000000001110000001000010111010110101100011011110,5280483.0
cpd:C03657,"1,4-Dihydroxy-2-naphthoate",C11H8O4,6435,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000100010000000100000000010101000100000001100111100010101001010011110,671.0
cpd:C00156,4-Hydroxybenzoate,C7H6O3,3456,C1=CC(=CC=C1C(=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010001000100000001000100100000101001010011110,135.0
cpd:C00544,Homogentisate,C8H8O4,3825,C1=CC(=C(C=C1O)CC(=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000100000000100000000010001000110000001100110100010101101010011110,780.0
cpd:C05819,Menaquinol,C16H18O2(C5H8)n,8114,CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CCC=C(C)C)O)O,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000011000000010100010010000101101000000101110100000001010111010110100101011011110,5280839.0
cpd:C03313,Phylloquinol,C31H48O2,6166,CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O)O,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000011000000010100010010000101101000000101110100000001010111010110100101011011110,5280585.0
